"","series","ID","class","slope","climate","bearing_TN","Weight","Max.length","Max.width","Max.thick","near_dist_m"
"1007",3,2165,"f","north","wet",197,0.6,18.6,12.4,3,0.59
"1008",3,2166,"f","north","wet",187,0.6,16.8,13.2,3.1,0.56
"1009",3,2167,"f","north","wet",347,0.3,13.9,8,3.1,0.54
"1010",3,2168,"f","north","wet",337,3,39.3,19.3,5,0.5
"1011",3,2170,"f","north","wet",197,0.2,20.1,5.8,2.5,0.98
"1012",3,2171,"f","north","wet",257,0.6,18.6,13,3.2,1.31
"1013",3,2172,"f","north","wet",342,0.3,20.7,10.4,3.2,1.67
"1014",3,2173,"f","north","wet",217,0.3,21.3,6,2.2,1.13
"1015",3,2174,"f","north","wet",NA,0.2,15.7,14.5,2.4,0.98
"1016",3,2175,"f","north","wet",197,0.5,20,10.5,3.2,0.87
"1017",3,2176,"f","north","wet",302,0.4,16.8,11,4.8,0.98
"1018",3,2177,"f","north","wet",292,0.3,20,6.2,3.2,0.64
"1019",3,2178,"f","north","wet",182,0.4,17.3,8.4,3.3,0.88
"1020",3,2179,"f","north","wet",347,0.3,15.6,13.7,2.4,0.91
"1021",3,2180,"f","north","wet",247,0.4,17.36,7.9,3.22,0.96
"1022",3,2181,"f","north","wet",242,0.2,15.4,7.3,2.4,0.77
"1023",3,2182,"f","north","wet",267,0.8,22.3,12.3,4.1,0.79
"1024",3,2183,"f","north","wet",207,0.8,26,9.3,4.5,1.44
"1025",3,2184,"f","north","wet",227,4.5,37.1,15.5,11.2,0.6
"1026",3,2185,"f","north","wet",287,0.6,19.2,13.9,2.9,0.44
"1027",3,2186,"f","north","wet",307,0.2,17.5,8.4,2,0.45
"1028",3,2187,"f","north","wet",322,0.3,15.97,15.3,3,0.28
"1029",3,2188,"f","north","wet",222,0.2,18,5.9,1.3,0.21
"1030",3,2189,"f","north","wet",357,0.3,25.1,8.1,2.1,0.26
"1031",3,2190,"f","north","wet",357,0.4,26.1,7.7,2.6,0.2
"1032",3,2191,"f","north","wet",347,0.8,23.8,16.2,3.3,0.28
"1033",3,2192,"f","north","wet",237,0.8,20.9,15.2,4.1,0.24
"1034",3,2193,"f","north","wet",262,0.2,18.8,7.8,2.4,0.23
"1035",4,2203,"f","south","wet",NA,1.6,24.8,NA,NA,0.42
"1036",4,2204,"f","south","wet",NA,0.7,28.6,NA,NA,0.39
"1037",4,2216,"f","north","wet",NA,0.4,18.3,NA,NA,3.27
"1038",4,2237,"f","north","wet",NA,0.2,18.5,NA,NA,4.64
"1039",4,2238,"f","south","wet",NA,0.9,33.4,NA,NA,1.48
"1040",1,1000,"cf","south",NA,NA,NA,NA,NA,NA,0.02
"1041",1,1001,"cf","south",NA,NA,NA,NA,NA,NA,0.04
"1042",1,1002,"cf","south",NA,NA,NA,NA,NA,NA,NA
"1043",1,1003,"cf","south",NA,NA,NA,NA,NA,NA,0.03
"1044",1,1004,"cf","south",NA,NA,NA,NA,NA,NA,0.01
"1045",1,1005,"cf","south",NA,NA,NA,NA,NA,NA,NA
"1046",1,1006,"cf","south",NA,NA,NA,NA,NA,NA,0.08
"1047",1,1007,"cf","south",NA,NA,NA,NA,NA,NA,NA
"1048",1,1008,"cf","south",NA,NA,NA,NA,NA,NA,0.01
"1049",1,1009,"cf","south",NA,NA,NA,NA,NA,NA,0.01
"1050",1,1010,"cf","south",NA,NA,NA,NA,NA,NA,0.01
"1051",1,1011,"cf","south",NA,NA,NA,NA,NA,NA,0.01
"1052",1,1012,"cf","south",NA,NA,NA,NA,NA,NA,0.01
"1053",1,1013,"cf","south",NA,NA,NA,NA,NA,NA,NA
"1054",1,1032,"cf","south",NA,NA,NA,NA,NA,NA,0.02
"1055",1,1063,"cf","south",NA,NA,NA,NA,NA,NA,0.01
"1056",1,1094,"cf","south",NA,NA,NA,NA,NA,NA,NA
"1057",1,1126,"cf","south",NA,NA,NA,NA,NA,NA,NA
"1058",1,1157,"cf","south",NA,NA,NA,NA,NA,NA,0.01
"1059",1,1188,"cf","south",NA,NA,NA,NA,NA,NA,0.04
"1060",1,1221,"cf","south",NA,NA,NA,NA,NA,NA,NA
"1061",1,1235,"cf","south",NA,NA,NA,NA,NA,NA,0.02
"1062",1,1247,"cf","south",NA,NA,NA,NA,NA,NA,0.01
"1063",1,1253,"cf","south",NA,NA,NA,NA,NA,NA,0.01
"1064",1,1284,"cf","south",NA,NA,NA,NA,NA,NA,0.04
"1065",1,1315,"cf","south",NA,NA,NA,NA,NA,NA,0.02
"1066",1,1344,"cf","south",NA,NA,NA,NA,NA,NA,NA
"1067",1,1366,"cf","south",NA,NA,NA,NA,NA,NA,0.01
"1068",1,1396,"cf","south",NA,NA,NA,NA,NA,NA,0.02
"1069",2,1428,"cf","south","dry",277,15.5,33.4,26,19.8,0.28
"1070",2,1435,"cf","south","dry",NA,5.6,26.8,22.1,13.4,0.11
"1071",2,1445,"cf","south","dry",NA,16.2,32.1,26.3,22.9,0.49
"1072",2,1453,"cf","south","dry",NA,7.9,25.9,21.4,16.6,0.04
"1073",2,1456,"cf","south","dry",277,15.9,40.1,29.1,14.3,0.09
"1074",2,1468,"cf","south","dry",207,14.7,34.7,23.5,20.9,0.03
"1075",2,1486,"cf","south","dry",NA,7.6,24.4,22.8,13.4,0.55
"1076",2,1494,"cf","south","dry",267,10.9,33,24.8,14,0.05
"1077",2,1504,"cf","south","dry",267,8.9,34.8,27.7,14.5,0.03
"1078",2,1506,"cf","south","dry",327,21,36,27.6,21.5,0.77
"1079",2,1528,"cf","south","dry",NA,3.8,18.4,16.1,12.6,0.14
"1080",2,1535,"cf","south","dry",337,8.1,32.5,19.2,14.4,0.39
"1081",2,1584,"cf","south","dry",NA,18.9,38,25.7,18.7,0.06
"1082",2,1587,"cf","north","dry",NA,12.7,32.5,27.6,20.4,0.43
"1083",2,1610,"cf","south","dry",NA,13.9,27.9,24.2,19.1,0.15
"1084",2,1612,"cf","north","dry",NA,14.6,31.9,26,18.7,0.15
"1085",2,1616,"cf","south","dry",NA,10.1,27.9,26.2,15.6,0.04
"1086",2,1637,"cf","south","dry",NA,21.9,37.8,28.8,19.3,0.09
"1087",2,1640,"cf","south","dry",NA,16.7,33.7,29.2,15.1,0.31
"1088",2,1663,"cf","north","dry",357,10.7,23.5,15.2,10,0.47
"1089",2,1729,"cf","north","dry",NA,9.2,30.5,18.6,18.3,0.32
"1090",2,1746,"cf",NA,"dry",NA,23.4,39.3,29.3,23.8,6.34
"1091",2,1748,"cf","south","dry",NA,13.4,35.8,30.5,16.8,0.35
"1092",2,1751,"cf","south","dry",NA,12,34.6,29.3,11.6,0.05
"1093",2,1770,"cf","south","dry",NA,6.4,27.4,22.1,14.6,0.08
"1094",2,1782,"cf","north","dry",NA,6,25.5,22.2,12.8,0.25
"1095",2,1806,"cf","south","dry",NA,14.3,31.2,23,20.5,0.79
"1096",2,1810,"cf","south","dry",NA,7.4,22.2,20.4,17.2,0.11
"1097",3,1830,"cf","north","wet",262,10.8,NA,NA,NA,0.39
"1098",3,1847,"cf","north","wet",NA,14.9,NA,NA,NA,0.11
"1099",3,1848,"cf","south","wet",NA,14.2,NA,NA,NA,0.16
"1100",3,1861,"cf","south","wet",NA,16.5,NA,NA,NA,0.64
"1101",3,1873,"cf","south","wet",197,20.7,NA,NA,NA,0.94
"1102",3,1880,"cf","south","wet",227,8.1,NA,NA,NA,0.41
"1103",3,1896,"cf","south","wet",NA,21.9,NA,NA,NA,0.11
"1104",3,1913,"cf","south","wet",NA,10.2,NA,NA,NA,0.05
"1105",3,1926,"cf","south","wet",267,19.2,NA,NA,NA,0.03
"1106",3,1979,"cf","south","wet",NA,8.9,NA,NA,NA,0.01
"1107",3,1993,"cf","south","wet",NA,7.4,NA,NA,NA,0.57
"1108",3,1999,"cf","south","wet",327,10.9,NA,NA,NA,0.09
"1109",3,2010,"cf","south","wet",357,14.4,NA,NA,NA,0.04
"1110",3,2026,"cf","south","wet",187,16.2,NA,NA,NA,0.44
"1111",3,2028,"cf","south","wet",267,15.9,NA,NA,NA,0.06
"1112",3,2029,"cf","south","wet",237,7.8,NA,NA,NA,0.02
"1113",3,2044,"cf","south","wet",NA,3.6,NA,NA,NA,0.11
"1114",3,2050,"cf","south","wet",307,15.5,NA,NA,NA,0.26
"1115",3,2055,"cf","south","wet",NA,14.6,NA,NA,NA,0.83
"1116",3,2070,"cf","south","wet",277,7.4,NA,NA,NA,0.11
"1117",3,2107,"cf","south","wet",267,6.4,NA,NA,NA,0.06
"1118",3,2120,"cf","south","wet",287,13.3,NA,NA,NA,0.06
"1119",3,2121,"cf","south","wet",NA,11.9,NA,NA,NA,0.31
"1120",3,2135,"cf","north","wet",NA,6.1,25.8,22.3,14.2,0.3
"1121",3,2142,"cf","north","wet",NA,12.6,32.6,24.7,21.3,0.46
"1122",3,2169,"cf","north","wet",202,9.1,NA,NA,NA,0.34
"1123",4,2194,"cf","north","wet",NA,8.8,30.3,NA,NA,3.3
"1124",4,2195,"cf","south","wet",NA,17.3,32.6,NA,NA,3.72
"1125",4,2197,"cf","south","wet",NA,21.7,38.4,NA,NA,0.55
"1126",4,2198,"cf","south","wet",NA,7.4,31.2,NA,NA,0.05
"1127",4,2200,"cf","south","wet",NA,18.9,37.7,NA,NA,0.04
"1128",4,2201,"cf","south","wet",NA,20.7,35.5,NA,NA,0.97
"1129",4,2202,"cf","south","wet",NA,7.6,32.8,NA,NA,0.42
"1130",4,2205,"cf","south","wet",NA,12,34.5,NA,NA,0.42
"1131",4,2213,"cf","south","wet",NA,10.8,32.4,NA,NA,0.21
"1132",4,2214,"cf","south","wet",NA,6.9,25.5,NA,NA,0.58
"1133",4,2218,"cf","south","wet",NA,13.2,35.8,NA,NA,0.3
"1134",4,2219,"cf","south","wet",NA,14.6,35.4,NA,NA,0.34
"1135",4,2220,"cf","south","wet",NA,15.9,40.1,NA,NA,0.12
"1136",4,2222,"cf","south","wet",NA,7.7,25.3,NA,NA,0.56
"1137",4,2223,"cf","south","wet",NA,1,13.8,NA,NA,0.57
"1138",4,2224,"cf","south","wet",NA,16,33.3,NA,NA,0.44
"1139",4,2225,"cf","south","wet",NA,5.8,26.8,NA,NA,0.21
"1140",4,2227,"cf","north","wet",NA,8.8,34.5,NA,NA,0.12
"1141",4,2228,"cf","south","wet",NA,14.3,31.5,NA,NA,0.81
"1142",4,2229,"cf","south","wet",NA,7.2,22.6,NA,NA,0.49
"1143",4,2232,"cf","south","wet",NA,6.3,28,NA,NA,0.12
"1144",4,2233,"cf","south","wet",NA,1,15.6,NA,NA,0.18
"1145",4,2235,"cf","north","wet",NA,14.7,32.2,NA,NA,0.42
"1146",1,1031,"cb","south",NA,NA,NA,NA,NA,NA,NA
"1147",1,1033,"cb","south",NA,NA,NA,NA,NA,NA,0.01
"1148",1,1062,"cb","south",NA,NA,NA,NA,NA,NA,0.01
"1149",1,1064,"cb","south",NA,NA,NA,NA,NA,NA,0.01
"1150",1,1093,"cb","south",NA,NA,NA,NA,NA,NA,NA
"1151",1,1095,"cb","south",NA,NA,NA,NA,NA,NA,NA
"1152",1,1123,"cb","south",NA,NA,NA,NA,NA,NA,NA
"1153",1,1124,"cb","south",NA,NA,NA,NA,NA,NA,0.01
"1154",1,1127,"cb","south",NA,NA,NA,NA,NA,NA,0.01
"1155",1,1156,"cb","south",NA,NA,NA,NA,NA,NA,NA
"1156",1,1159,"cb","south",NA,NA,NA,NA,NA,NA,0.01
"1157",1,1187,"cb","south",NA,NA,NA,NA,NA,NA,0.03
"1158",1,1189,"cb","south",NA,NA,NA,NA,NA,NA,0.04
"1159",1,1219,"cb","south",NA,NA,NA,NA,NA,NA,NA
"1160",1,1220,"cb","south",NA,NA,NA,NA,NA,NA,NA
"1161",1,1236,"cb","south",NA,NA,NA,NA,NA,NA,0.01
"1162",1,1251,"cb","south",NA,NA,NA,NA,NA,NA,NA
"1163",1,1252,"cb","south",NA,NA,NA,NA,NA,NA,0.01
"1164",1,1258,"cb","south",NA,NA,NA,NA,NA,NA,NA
"1165",1,1282,"cb","south",NA,NA,NA,NA,NA,NA,0.03
"1166",1,1283,"cb","south",NA,NA,NA,NA,NA,NA,0.03
"1167",1,1312,"cb","south",NA,NA,NA,NA,NA,NA,0.01
"1168",1,1314,"cb","south",NA,NA,NA,NA,NA,NA,0.01
"1169",1,1342,"cb","south",NA,NA,NA,NA,NA,NA,0.01
"1170",1,1343,"cb","south",NA,NA,NA,NA,NA,NA,0.04
"1171",1,1345,"cb","south",NA,NA,NA,NA,NA,NA,0.02
"1172",1,1364,"cb","south",NA,NA,NA,NA,NA,NA,NA
"1173",1,1367,"cb","south",NA,NA,NA,NA,NA,NA,0.01
"1174",1,1395,"cb","south",NA,NA,NA,NA,NA,NA,0.02
"1175",1,1397,"cb","south",NA,NA,NA,NA,NA,NA,NA
"1176",2,1410,"cb","north","dry",227,0.3,14.7,6.1,2.9,1
"1177",2,1414,"cb","south","dry",337,0.5,17.4,11.2,3.6,0.01
"1178",2,1422,"cb","south","dry",267,0.8,14.5,8.7,7,0.79
"1179",2,1446,"cb","south","dry",257,1.1,13.8,9.6,7.3,0.21
"1180",2,1455,"cb","south","dry",277,0.7,16.4,7.3,7,0.06
"1181",2,1467,"cb","south","dry",327,1.1,17,11.4,5,0.06
"1182",2,1469,"cb","south","dry",247,0.6,19.4,9.6,4.5,0.04
"1183",2,1492,"cb","south","dry",317,1.5,21.1,10.1,7.9,0.13
"1184",2,1493,"cb","south","dry",NA,0.4,12.2,10.7,4,0.05
"1185",2,1517,"cb","south","dry",297,1.1,17.8,12.9,4.7,0.05
"1186",2,1556,"cb","south","dry",247,1.9,24.8,13.6,4.7,0.1
"1187",2,1571,"cb","south","dry",NA,0.8,13.6,13.2,6.1,0.04
"1188",2,1576,"cb","north","dry",267,0.8,16.4,9.3,6.3,0.42
"1189",2,1585,"cb","south","dry",NA,1.1,20.3,15.5,5.6,0.06
"1190",2,1608,"cb","south","dry",NA,0.6,14.3,11.6,5.3,0.04
"1191",2,1615,"cb","south","dry",217,0.3,18.5,8.2,4.4,0.03
"1192",2,1636,"cb","south","dry",307,1.6,18.6,12.7,8.3,0.06
"1193",2,1638,"cb","south","dry",NA,2,17,11.8,6.7,0.14
"1194",2,1661,"cb","north","dry",NA,0.2,9.7,7.5,2.5,0.87
"1195",2,1691,"cb","north","dry",NA,0.6,13.7,6.9,4.9,0.23
"1196",2,1731,"cb","north","dry",NA,0.4,13,10.3,2.8,3.05
"1197",2,1744,"cb","north","dry",NA,0.5,13.9,10.6,2.9,3.04
"1198",2,1769,"cb","south","dry",317,0.9,15.7,8.6,7.2,0.04
"1199",2,1795,"cb","south","dry",327,0.7,16.7,10.1,5.5,0.18
"1200",3,1821,"cb","north","wet",NA,0.2,NA,NA,NA,0.75
"1201",3,1840,"cb","north","wet",NA,NA,NA,NA,NA,0.38
"1202",3,1843,"cb","north","wet",257,0.4,NA,NA,NA,0.23
"1203",3,1895,"cb","south","wet",317,1.9,NA,NA,NA,0.15
"1204",3,1897,"cb","south","wet",217,1.7,NA,NA,NA,0.05
"1205",3,1925,"cb","south","wet",337,1.1,NA,NA,NA,0.06
"1206",3,1942,"cb","south","wet",NA,0.8,NA,NA,NA,0.06
"1207",3,1951,"cb","south","wet",247,1.8,NA,NA,NA,0.13
"1208",3,1968,"cb","south","wet",227,0.9,NA,NA,NA,0.15
"1209",3,1970,"cb","south","wet",NA,3.8,NA,NA,NA,0.15
"1210",3,1974,"cb","south","wet",317,1.1,NA,NA,NA,0.07
"1211",3,1992,"cb","south","wet",197,0.9,NA,NA,NA,0.48
"1212",3,1998,"cb","south","wet",232,1.4,NA,NA,NA,0.17
"1213",3,2001,"cb","south","wet",NA,0.4,NA,NA,NA,0.06
"1214",3,2009,"cb","south","wet",287,0.7,NA,NA,NA,0.02
"1215",3,2012,"cb","south","wet",347,0.9,17.6,12.3,4.7,0.07
"1216",3,2025,"cb","south","wet",337,1,NA,NA,NA,0.21
"1217",3,2030,"cb","south","wet",332,0.8,NA,NA,NA,0.04
"1218",3,2052,"cb","south","wet",272,0.8,NA,NA,NA,0.79
"1219",3,2065,"cb","south","wet",347,0.5,NA,NA,NA,0.02
"1220",3,2083,"cb","south","wet",307,0.7,NA,NA,NA,0.17
"1221",3,2108,"cb","south","wet",317,0.9,NA,NA,NA,0.04
"1222",3,2144,"cb","north","wet",332,0.8,16.5,7.2,5.9,0.48
"1223",4,2196,"cb","south","wet",NA,1.7,17.1,NA,NA,0.17
"1224",4,2199,"cb","south","wet",NA,1.1,20.4,NA,NA,0.07
"1225",4,2206,"cb","south","wet",NA,0.3,13.8,NA,NA,0.34
"1226",4,2207,"cb","south","wet",NA,0.8,13.5,NA,NA,0.08
"1227",4,2208,"cb","south","wet",NA,0.9,18.5,NA,NA,0.25
"1228",4,2209,"cb","south","wet",NA,3.7,19.5,NA,NA,0.23
"1229",4,2210,"cb","south","wet",NA,0.8,18.3,NA,NA,0.2
"1230",4,2211,"cb","south","wet",NA,0.7,17.7,NA,NA,0.6
"1231",4,2212,"cb","south","wet",NA,1.6,18.6,NA,NA,0.23
"1232",4,2215,"cb","south","wet",NA,1.2,22.3,NA,NA,0.27
"1233",4,2217,"cb","south","wet",NA,0.1,11.8,NA,NA,0.06
"1234",4,2221,"cb","south","wet",NA,0.4,19.1,NA,NA,0.1
"1235",4,2226,"cb","south","wet",NA,0.8,14.5,NA,NA,0.81
"1236",4,2230,"cb","south","wet",NA,0.4,17.2,NA,NA,0.02
"1237",4,2231,"cb","south","wet",NA,0.8,16.6,NA,NA,0.28
"1238",4,2234,"cb","north","wet",NA,0.5,14.3,NA,NA,0.37
"1239",4,2236,"cb","north","wet",NA,10.5,30.4,NA,NA,0.32
